text,intent,id
how long until the credit card company replaces my lost card,replacement_card_duration,train-6370
how many calories are in a can of coke,calories,train-6371
"flip a coin, you win with heads",flip_coin,train-6372
please tell me the total calories a single serving of chocolate ice cream is expected to contain,calories,train-6373
so are you a bot,are_you_a_bot,train-6374
restore your original settings,reset_settings,train-6375
text mom where are you,text,train-6376
what's a good restaurant nearby,restaurant_suggestion,train-6377
sound the alarm at 6 am tomorrow,alarm,train-6378
i need details on my income,income,train-6379
tell me the title of this song,what_song,train-6380
choose heads or tails and tell me what you came up with,flip_coin,train-6381
i want you to remind me of something,reminder_update,train-6382
who designed you,who_made_you,train-6383
i'm famished so give me some places to eat!,restaurant_suggestion,train-6384
could you role a ten sided die,roll_dice,train-6385
"if you had to choose, would you choose a cat or a dog",do_you_have_pets,train-6386
can you tell me the nutritional content of chicken nuggets,nutrition_info,train-6387
please take feeding the fish off of my list of tasks to complete,todo_list_update,train-6388
i would like all of these things on my shopping list ordered,order,train-6389
let my bank know that i'm going to norway between march 3 and march 5,travel_notification,train-6390
what type of vacation schedule do i have left,pto_balance,train-6391
what timezone is london is,timezone,train-6392
yes that's correct,yes,train-6393
is it possible to raise the credit limit for my discover card,credit_limit_change,train-6394
are my tire's air pressure good enough to drive on,tire_pressure,train-6395
does my car have enough gas to get to chicago,gas,train-6396
what is the due date for my metronorth monthy pass,bill_due,train-6397
let me hear all meetings for today,meeting_schedule,train-6398
what's the expected calorie load of a peanut butter and jelly sandwich,calories,train-6399
do you know any trivia about ostriches,fun_fact,train-6400
how do i jump start a battery,jump_start,train-6401
do i pay my rent this week,bill_due,train-6402
can you explain to me how to rollover my 401k,rollover_401k,train-6403
do you know where the luggage for people on panam flight ab123 out of tuscon is,lost_luggage,train-6404
can you give me a vietnamese meal suggestion,meal_suggestion,train-6405
share my coordinates with melissa and doug,share_location,train-6406
i have no knowledge of that,maybe,train-6407
i need to get a flight out of lax to dia on the 16th for under four hundred,book_flight,train-6408
"i'm going to south africa, do i need to get any shots first",vaccines,train-6409
let me know what song is playing,what_song,train-6410
i demagnetized my card and want to report it,damaged_card,train-6411
roll a die with 6 sides,roll_dice,train-6412
what's the eta for a new card to come in the mail,replacement_card_duration,train-6413
nutrition information of mashed potatoes,nutrition_info,train-6414
disconnect from my phone now,sync_device,train-6415
what is the credit card apr exactly,apr,train-6416
keep april 2nd wide open on my calendar please,calendar_update,train-6417
what is the credit limit for my chase card,credit_limit,train-6418
what is the exact time right now in the hawaii time zone,time,train-6419
what date is it,date,train-6420
does mcdonalds have good reviews,restaurant_reviews,train-6421
how much do i have to at least pay on my medical bills,min_payment,train-6422
please make sure the temperature is set to 68,smart_home,train-6423
do i need a plug converter when i visit belgium,plug_type,train-6424
what do the plugs look like in japan,plug_type,train-6425
what are the latest travel alerts for dubai,travel_alert,train-6426
read me a definition for qat,definition,train-6427
i need to submit a request for pto for june 12th to june 14th,pto_request,train-6428
can you tell me today's rate for cad to usd,exchange_rate,train-6429
what do i need to buy to make pierogi,ingredients_list,train-6430
what insurance benefits am i getting,insurance,train-6431
have i earned a lot of points on my capital one card,rewards_balance,train-6432
how much time to reach doctors office,distance,train-6433
i would like to hear a funny joke,tell_joke,train-6434
play next on the playlist,next_song,train-6435
please cancel the table i had reserved for tonight,cancel_reservation,train-6436
what is the title of this tune,what_song,train-6437
i need to report fraudulent activity on my mastercard,report_fraud,train-6438
will you roll a 2 sided dice,roll_dice,train-6439
let me know the credit limit for my credit card,credit_limit,train-6440
tell me the subject areas you are familiar with,what_can_i_ask_you,train-6441
how many miles is there left to get to sioux falls,gas,train-6442
can i increase the credit limit for my wells fargo credit card,credit_limit_change,train-6443
does black bear diner in tracy take reservations,accept_reservations,train-6444
what are your favorite activities,what_are_your_hobbies,train-6445
i want to use spanish as my language,change_language,train-6446
schedule a time to get my oil changed,schedule_maintenance,train-6447
can you tell me the most interesting fact about resistors,fun_fact,train-6448
what do i need to do to make blackberry pie,recipe,train-6449
help me make changes to my insurance policy,insurance_change,train-6450
may transactions for last 2 days,transactions,train-6451
look up the time in california,time,train-6452
what is left in my gas tank,gas,train-6453
i want you to call me pam,change_user_name,train-6454
can you book a table at the restaurant for me and my husband,restaurant_reservation,train-6455
are you from the us,where_are_you_from,train-6456
roll the dice,roll_dice,train-6457
how's highway traffic today,traffic,train-6458
can you find me a recipe for salsa,recipe,train-6459
go ahead and send ten dollars from bank of america to capital one,transfer,train-6460
does delta have any restrictions for what i can carry on,carry_on,train-6461
i am needing to know the current time in the eastern timezone,time,train-6462
tell the miles it will take to get to las vegas from san diego,distance,train-6463
i was at walmart when my card was declined i was only trying to buy some candy,card_declined,train-6464
exchange rate between mexico and us,exchange_rate,train-6465
"i'd like to get some more checkbooks mailed to me, if i can",order_checks,train-6466
can you tell me if you have any pets,do_you_have_pets,train-6467
