text,id
i want to set an alarm,test-2917
how do i change the account pin number for me,test-2918
when is my credit card expire,test-2919
look up the name of this song,test-2920
for this car what kind of fuel does it take,test-2921
set up direct deposit,test-2922
"transfer seventeen dollars from rbs to woodforest account, please",test-2923
i can't find my luggage,test-2924
how much time before my new card is mailed to me,test-2925
"if i go to columbia, will i need a visa",test-2926
"computer, call alexa",test-2927
please let's do it,test-2928
calorie content of dr pepper,test-2929
"tell me the date, please",test-2930
can't find w-2,test-2931
what is my credit rating,test-2932
please tell me my car's tire pressure,test-2933
is cheesecake factory busy right now,test-2934
when does this car need oil changes,test-2935
how many points do i have on my six flags rewards card,test-2936
what day it today,test-2937
can i sub bacon for ham,test-2938
show me my ten most recent transactions on account xyz,test-2939
what's my name on file,test-2940
start responding to joe,test-2941
how much is due for my water bill,test-2942
"sorry, i didn't catch that could you say it again",test-2943
find me a hotel with good reviews in phoenix,test-2944
i need to know why my card got declined,test-2945
send my location to this individual,test-2946
please turn the lights down low,test-2947
i want to hear my slow playlist,test-2948
i need to have a timer for 10 minutes,test-2949
what is the right way to say excuse me in spanish,test-2950
confirm my reservation for acero at 7,test-2951
could you set a timer,test-2952
how do i plug stuff in in france,test-2953
where can i find bluetooth speakers,test-2954
the time is what,test-2955
what is in a burrito recipe,test-2956
could you track an order for me,test-2957
would a socket converter be needed in france,test-2958
how much do i have left in my checking account,test-2959
which plug is used in japan,test-2960
affirmative,test-2961
i can't understand the language you are responding in; i need you to switch it,test-2962
take work from my calendar for may 7th,test-2963
you call me what,test-2964
revert to factory settings,test-2965
you talk to slow,test-2966
i wanna know how to jump start my car,test-2967
i saw suspicious activity on my bank account,test-2968
share location with john,test-2969
i need to know how you are doing today,test-2970
i would like to change the name on my credit card account,test-2971
send my location to sis,test-2972
you're talking too fast,test-2973
can you identify this song playing through the speaker right now,test-2974
what is the process of making a vacation request,test-2975
will the bank charge transaction fees if i use my american card internationally,test-2976
is my todo list possible today,test-2977
how many points have i earned with my paypal credit card so far,test-2978
you can vacuuming of my todo list,test-2979
tell me later to call bill,test-2980
when can i expect my paycheck,test-2981
my report card was lost help!,test-2982
what's the location where i am,test-2983
please tell me what amount i'm earning,test-2984
i need my dinner reservation canceled,test-2985
is there somewhere my personal loan displays the interest rate i'm paying on it,test-2986
nice seeing you bye,test-2987
can people safely travel to cambodia,test-2988
will you tell me a joke,test-2989
what subjects or areas are you familiar with,test-2990
what type of gas should i use,test-2991
is there a minimum payment i can make,test-2992
open map and pin point my location,test-2993
can you turn up the volume for your speaker,test-2994
for what time is my meeting with marketing scheduled,test-2995
i would like to get a new credt card,test-2996
i have to report fraudulent activity on my bank of the west card,test-2997
can you see if i have any vacation days available for a request,test-2998
how far from our destination are we,test-2999
what does serendipity mean,test-3000
"will you play the song that goes like, ""starships were meant to fly",test-3001
what's the status for my delta flight this afternoon,test-3002
please set the oven to 350 f,test-3003
please mail me more checkbooks,test-3004
i need you to call the phone company for me,test-3005
let me know how long until the next day off,test-3006
let me know the credit card application status,test-3007
i need to track my order,test-3008
check my schedule for meetings today,test-3009
speak louder please,test-3010
how many liters are in 1 gallon,test-3011
i do not want my reservation anymore,test-3012
show allison how to get to me,test-3013
my phone isn't where i left it,test-3014
i want to talk english,test-3015
hola!,test-3016
i need to know how low are my tires on air,test-3017
please can we go to the next song,test-3018
who do you report to for your work,test-3019
what's something interesting about bees,test-3020
could you tell me what the weather is in austin,test-3021
can you tell me about what time i should be arriving at the airport,test-3022
is there a reservation for mark at mimis,test-3023
i need to know what's on my shopping list,test-3024
how do you address my name,test-3025
today is what day of the week,test-3026
please return to default settings,test-3027
hoq many calories does pasta have,test-3028
what should i do now that my car battery is dead,test-3029
find my current location,test-3030
what the numerical number inside my bank accounts,test-3031
just toss a coin,test-3032
i need instructions to walk me through jump starting my car,test-3033
tell me nutritional info for lettuce,test-3034
